experiment_id,axis,condition,param_value,prompt_id,replicate,seed,key_id,language,n_tokens,n_chars,detector_score,threshold,detected,n_scored_positions,watermarked_tokens_retained,watermarked_fraction_retained,token_overlap_original,edit_distance_vs_watermarked,edit_distance_vs_original,semantic_sim_vs_watermarked,semantic_sim_vs_original,timestamp
131,mixture,keep_prefix,0.1,4,0,16345,075c5cf8,en,128,564,0.5137096774193548,0.5388429752066116,False,124,13,0.1015625,0.9296875,109,10,0.998897553777423,0.9997740822038484,2026-08-15T16:03:44
132,mixture,keep_prefix,0.0,4,0,16345,075c5cf8,en,128,564,0.5137096774193548,0.5388429752066116,False,124,0,0.0,1.0,118,0,0.9983538209865593,0.9999999999999999,2026-08-15T16:03:44
133,mixture,keep_suffix,1.0,4,0,16345,075c5cf8,en,128,598,0.646774193548387,0.5388429752066116,True,124,128,1.0,0.203125,0,118,1.0,0.9983538209865593,2026-08-15T16:03:44
134,mixture,keep_suffix,0.9,4,0,16345,075c5cf8,en,128,598,0.6314516129032258,0.5388429752066116,True,124,115,0.8984375,0.2734375,10,109,0.9997903562314955,0.9988735805293433,2026-08-15T16:03:44
135,mixture,keep_suffix,0.75,4,0,16345,075c5cf8,en,128,614,0.6306451612903226,0.5388429752066116,True,124,96,0.75,0.3828125,29,90,0.9994398481668555,0.9993909555285371,2026-08-15T16:03:44
136,mixture,keep_suffix,0.5,4,0,16345,075c5cf8,en,128,611,0.5846774193548387,0.5388429752066116,True,124,64,0.5,0.578125,57,61,0.9990504238347748,0.99948352396356,2026-08-15T16:03:44
137,mixture,keep_suffix,0.25,4,0,16345,075c5cf8,en,128,587,0.5451612903225806,0.5388429752066116,True,124,32,0.25,0.7890625,89,29,0.9985685042518032,0.999718764922402,2026-08-15T16:03:44
138,mixture,keep_suffix,0.1,4,0,16345,075c5cf8,en,128,560,0.5298387096774193,0.5388429752066116,False,124,13,0.1015625,0.9296875,108,10,0.998597704964763,0.9999101033776331,2026-08-15T16:03:44
139,mixture,keep_suffix,0.0,4,0,16345,075c5cf8,en,128,564,0.5137096774193548,0.5388429752066116,False,124,0,0.0,1.0,118,0,0.9983538209865593,0.9999999999999999,2026-08-15T16:03:44
140,mixture,scattered,1.0,4,0,16345,075c5cf8,en,128,598,0.646774193548387,0.5388429752066116,True,124,128,1.0,0.203125,0,118,1.0,0.9983538209865593,2026-08-15T16:03:44
141,mixture,scattered,0.9,4,0,16345,075c5cf8,en,128,599,0.5814516129032258,0.5388429752066116,True,124,115,0.8984375,0.234375,12,107,0.9991536160799704,0.9972771808556062,2026-08-15T16:03:44
142,mixture,scattered,0.75,4,0,16345,075c5cf8,en,128,591,0.55,0.5388429752066116,True,124,96,0.75,0.34375,29,90,0.9983056450182958,0.9965009194867174,2026-08-15T16:03:44
143,mixture,scattered,0.5,4,0,16345,075c5cf8,en,128,545,0.5064516129032258,0.5388429752066116,False,124,64,0.5,0.5546875,61,58,0.9990583358441814,0.9984841280057415,2026-08-15T16:03:44
144,mixture,scattered,0.25,4,0,16345,075c5cf8,en,128,550,0.5153225806451613,0.5388429752066116,False,124,32,0.25,0.7734375,90,29,0.9982126571013302,0.9982744111331753,2026-08-15T16:03:44
145,mixture,scattered,0.1,4,0,16345,075c5cf8,en,128,565,0.5032258064516129,0.5388429752066116,False,124,13,0.1015625,0.9140625,107,12,0.9989650174918703,0.9991903118017771,2026-08-15T16:03:44
146,mixture,scattered,0.0,4,0,16345,075c5cf8,en,128,564,0.5137096774193548,0.5388429752066116,False,124,0,0.0,1.0,118,0,0.9983538209865593,0.9999999999999999,2026-08-15T16:03:44
147,edit,spelling,0.03125,4,0,16345,075c5cf8,en,128,606,0.6241935483870967,0.5388429752066116,True,124,124,0.96875,0.1875,4,119,0.9997522986849993,0.9986907287502299,2026-08-15T16:03:44
148,edit,grammar,0.0625,4,0,16345,075c5cf8,en,128,625,0.6209677419354839,0.5388429752066116,True,124,120,0.9375,0.1796875,8,119,0.9996279329805,0.9987977354536571,2026-08-15T16:03:44
149,edit,punctuation,0.0390625,4,0,16345,075c5cf8,en,128,608,0.6306451612903226,0.5388429752066116,True,124,123,0.9609375,0.1796875,5,119,0.9998480698119598,0.9984775121261666,2026-08-15T16:03:44
150,edit,light_copyedit,0.1015625,4,0,16345,075c5cf8,en,128,615,0.5669354838709677,0.5388429752066116,True,124,115,0.8984375,0.1796875,13,119,0.9947635610376747,0.9925082740473816,2026-08-15T16:03:44
151,edit,word_substitution,0.1484375,4,0,16345,075c5cf8,en,128,625,0.5806451612903226,0.5388429752066116,True,124,109,0.8515625,0.1640625,19,121,0.9985292158071087,0.9975792690377282,2026-08-15T16:03:44
152,edit,sentence_rewrite,0.203125,4,0,16345,075c5cf8,en,128,628,0.6241935483870967,0.5388429752066116,True,124,102,0.796875,0.1640625,26,122,0.9969167460963847,0.9948209815523645,2026-08-15T16:03:44
153,edit,paragraph_rewrite,0.5,4,0,16345,075c5cf8,en,128,654,0.5645161290322581,0.5388429752066116,True,124,64,0.5,0.1484375,64,122,0.9934547520769539,0.9912709804948614,2026-08-15T16:03:44
154,edit,restoration,0.9296875,4,0,16345,075c5cf8,en,128,564,0.5137096774193548,0.5388429752066116,False,124,9,0.0703125,1.0,118,0,0.9983538209865593,0.9999999999999999,2026-08-15T16:03:44
155,baseline,watermarked,1.0,5,0,17345,075c5cf8,en,128,544,0.6645161290322581,0.5388429752066116,True,124,128,1.0,0.1484375,0,125,0.9999999999999999,0.9979649256066639,2026-08-15T16:03:44
156,baseline,reference,0.0,5,0,17345,075c5cf8,en,128,599,0.4900826446280992,0.5388429752066116,False,121,0,0.0,1.0,125,0,0.9979649256066639,0.9999999999999999,2026-08-15T16:03:44
157,mixture,keep_prefix,1.0,5,0,17345,075c5cf8,en,128,544,0.6645161290322581,0.5388429752066116,True,124,128,1.0,0.1484375,0,125,0.9999999999999999,0.9979649256066639,2026-08-15T16:03:44
158,mixture,keep_prefix,0.9,5,0,17345,075c5cf8,en,128,527,0.6435483870967742,0.5388429752066116,True,124,115,0.8984375,0.25,13,112,0.9998770746025825,0.9983676543062142,2026-08-15T16:03:44
159,mixture,keep_prefix,0.75,5,0,17345,075c5cf8,en,128,528,0.6185483870967742,0.5388429752066116,True,124,96,0.75,0.3671875,31,94,0.9997863167176333,0.9985183129247899,2026-08-15T16:03:44
160,mixture,keep_prefix,0.5,5,0,17345,075c5cf8,en,128,572,0.5709677419354838,0.5388429752066116,True,124,64,0.5,0.5859375,63,62,0.9996133861673951,0.9988759973550879,2026-08-15T16:03:44
161,mixture,keep_prefix,0.25,5,0,17345,075c5cf8,en,128,585,0.5225806451612903,0.5388429752066116,False,124,32,0.25,0.7890625,94,31,0.9988679668279884,0.9996230455296231,2026-08-15T16:03:44
162,mixture,keep_prefix,0.1,5,0,17345,075c5cf8,en,128,605,0.510483870967742,0.5388429752066116,False,124,13,0.1015625,0.9140625,112,13,0.9985322084296167,0.9997904340660525,2026-08-15T16:03:44
163,mixture,keep_prefix,0.0,5,0,17345,075c5cf8,en,128,599,0.4900826446280992,0.5388429752066116,False,121,0,0.0,1.0,125,0,0.9979649256066639,0.9999999999999999,2026-08-15T16:03:44
164,mixture,keep_suffix,1.0,5,0,17345,075c5cf8,en,128,544,0.6645161290322581,0.5388429752066116,True,124,128,1.0,0.1484375,0,125,0.9999999999999999,0.9979649256066639,2026-08-15T16:03:44
165,mixture,keep_suffix,0.9,5,0,17345,075c5cf8,en,128,538,0.6427419354838709,0.5388429752066116,True,124,115,0.8984375,0.234375,13,112,0.9997095468829601,0.9985027580243835,2026-08-15T16:03:44
166,mixture,keep_suffix,0.75,5,0,17345,075c5cf8,en,128,558,0.625,0.5388429752066116,True,124,96,0.75,0.3515625,31,94,0.9994161817887618,0.9988809289421849,2026-08-15T16:03:44
167,mixture,keep_suffix,0.5,5,0,17345,075c5cf8,en,128,571,0.5870967741935483,0.5388429752066116,True,124,64,0.5,0.5546875,62,63,0.9987814616979053,0.9993725911541822,2026-08-15T16:03:44
168,mixture,keep_suffix,0.25,5,0,17345,075c5cf8,en,128,615,0.5306451612903226,0.5388429752066116,False,124,32,0.25,0.78125,94,31,0.9984908416856335,0.9998261732039192,2026-08-15T16:03:44
169,mixture,keep_suffix,0.1,5,0,17345,075c5cf8,en,128,616,0.5074380165289256,0.5388429752066116,False,121,13,0.1015625,0.8984375,112,13,0.9981354308377388,0.9999344341506664,2026-08-15T16:03:44
170,mixture,keep_suffix,0.0,5,0,17345,075c5cf8,en,128,599,0.4900826446280992,0.5388429752066116,False,121,0,0.0,1.0,125,0,0.9979649256066639,0.9999999999999999,2026-08-15T16:03:44
171,mixture,scattered,1.0,5,0,17345,075c5cf8,en,128,544,0.6645161290322581,0.5388429752066116,True,124,128,1.0,0.1484375,0,125,0.9999999999999999,0.9979649256066639,2026-08-15T16:03:44
172,mixture,scattered,0.9,5,0,17345,075c5cf8,en,128,548,0.5983870967741935,0.5388429752066116,True,124,115,0.8984375,0.1953125,13,112,0.9995630275835805,0.9983811703191463,2026-08-15T16:03:44
173,mixture,scattered,0.75,5,0,17345,075c5cf8,en,128,562,0.5314516129032258,0.5388429752066116,False,124,96,0.75,0.3125,32,94,0.9958415456326063,0.996594378074902,2026-08-15T16:03:44
174,mixture,scattered,0.5,5,0,17345,075c5cf8,en,128,556,0.507258064516129,0.5388429752066116,False,124,64,0.5,0.5234375,64,62,0.9932552775060318,0.9954382749514757,2026-08-15T16:03:44
175,mixture,scattered,0.25,5,0,17345,075c5cf8,en,128,589,0.47560975609756095,0.5388429752066116,False,123,32,0.25,0.765625,95,31,0.9950879656136996,0.9974384001607108,2026-08-15T16:03:44
176,mixture,scattered,0.1,5,0,17345,075c5cf8,en,128,589,0.47580645161290325,0.5388429752066116,False,124,13,0.1015625,0.8984375,113,13,0.9979543710038753,0.9997613509019789,2026-08-15T16:03:44
177,mixture,scattered,0.0,5,0,17345,075c5cf8,en,128,599,0.4900826446280992,0.5388429752066116,False,121,0,0.0,1.0,125,0,0.9979649256066639,0.9999999999999999,2026-08-15T16:03:44
178,edit,spelling,0.03125,5,0,17345,075c5cf8,en,128,547,0.6379032258064516,0.5388429752066116,True,124,124,0.96875,0.140625,4,125,0.9997800621667591,0.9983481990401419,2026-08-15T16:03:44
179,edit,grammar,0.0625,5,0,17345,075c5cf8,en,128,553,0.6330645161290323,0.5388429752066116,True,124,120,0.9375,0.140625,8,125,0.999670742032757,0.9982866900693488,2026-08-15T16:03:44
180,edit,punctuation,0.0390625,5,0,17345,075c5cf8,en,128,544,0.6459677419354839,0.5388429752066116,True,124,123,0.9609375,0.140625,5,125,0.9998034649472323,0.9983862767914835,2026-08-15T16:03:44
181,edit,light_copyedit,0.1015625,5,0,17345,075c5cf8,en,128,574,0.5983870967741935,0.5388429752066116,True,124,115,0.8984375,0.140625,13,125,0.9984682162856199,0.997813379062861,2026-08-15T16:03:44
182,edit,word_substitution,0.1484375,5,0,17345,075c5cf8,en,128,589,0.5774193548387097,0.5388429752066116,True,124,109,0.8515625,0.140625,19,125,0.996655852661841,0.9971515792885561,2026-08-15T16:03:44
183,edit,sentence_rewrite,0.203125,5,0,17345,075c5cf8,en,128,596,0.635483870967742,0.5388429752066116,True,124,102,0.796875,0.1328125,26,125,0.9981593144178447,0.9977254746251102,2026-08-15T16:03:44
184,edit,paragraph_rewrite,0.5,5,0,17345,075c5cf8,en,128,702,0.5959677419354839,0.5388429752066116,True,124,64,0.5,0.109375,64,126,0.9929607425620836,0.9943831953618625,2026-08-15T16:03:44
185,edit,restoration,0.984375,5,0,17345,075c5cf8,en,128,599,0.4900826446280992,0.5388429752066116,False,121,2,0.015625,1.0,125,0,0.9979649256066639,0.9999999999999999,2026-08-15T16:03:44
186,baseline,watermarked,1.0,6,0,18345,075c5cf8,en,128,598,0.6355371900826446,0.5388429752066116,True,121,128,1.0,0.1328125,0,127,1.0000000000000002,0.9983767288643427,2026-08-15T16:03:44
187,baseline,reference,0.0,6,0,18345,075c5cf8,en,128,608,0.4967213114754098,0.5388429752066116,False,122,0,0.0,1.0,127,0,0.9983767288643427,1.0,2026-08-15T16:03:44
188,mixture,keep_prefix,1.0,6,0,18345,075c5cf8,en,128,598,0.6355371900826446,0.5388429752066116,True,121,128,1.0,0.1328125,0,127,1.0000000000000002,0.9983767288643427,2026-08-15T16:03:44
189,mixture,keep_prefix,0.9,6,0,18345,075c5cf8,en,128,575,0.6148760330578512,0.5388429752066116,True,121,115,0.8984375,0.21875,13,114,0.9998388455540529,0.9979661504638411,2026-08-15T16:03:44
190,mixture,keep_prefix,0.75,6,0,18345,075c5cf8,en,128,559,0.587603305785124,0.5388429752066116,True,121,96,0.75,0.3359375,32,96,0.9998395449524556,0.9986102052531453,2026-08-15T16:03:44
191,mixture,keep_prefix,0.5,6,0,18345,075c5cf8,en,128,560,0.5644628099173554,0.5388429752066116,True,121,64,0.5,0.5546875,63,64,0.9995781076207987,0.9982061638168975,2026-08-15T16:03:44
192,mixture,keep_prefix,0.25,6,0,18345,075c5cf8,en,128,564,0.5344262295081967,0.5388429752066116,False,122,32,0.25,0.7734375,95,32,0.9993731715185651,0.9988199788665899,2026-08-15T16:03:44
193,mixture,keep_prefix,0.1,6,0,18345,075c5cf8,en,128,612,0.509016393442623,0.5388429752066116,False,122,13,0.1015625,0.90625,114,13,0.9991706998241551,0.9996945797853547,2026-08-15T16:03:44
194,mixture,keep_prefix,0.0,6,0,18345,075c5cf8,en,128,608,0.4967213114754098,0.5388429752066116,False,122,0,0.0,1.0,127,0,0.9983767288643427,1.0,2026-08-15T16:03:44
195,mixture,keep_suffix,1.0,6,0,18345,075c5cf8,en,128,598,0.6355371900826446,0.5388429752066116,True,121,128,1.0,0.1328125,0,127,1.0000000000000002,0.9983767288643427,2026-08-15T16:03:44
196,mixture,keep_suffix,0.9,6,0,18345,075c5cf8,en,128,594,0.6195121951219512,0.5388429752066116,True,123,115,0.8984375,0.2265625,13,114,0.9997578667316472,0.9989896471961889,2026-08-15T16:03:44
197,mixture,keep_suffix,0.75,6,0,18345,075c5cf8,en,128,642,0.5943089430894309,0.5388429752066116,True,123,96,0.75,0.3515625,32,95,0.9993195337994148,0.9994585444665164,2026-08-15T16:03:44
198,mixture,keep_suffix,0.5,6,0,18345,075c5cf8,en,128,646,0.5645161290322581,0.5388429752066116,True,124,64,0.5,0.5625,64,63,0.9984080445626754,0.9997306617817454,2026-08-15T16:03:44
199,mixture,keep_suffix,0.25,6,0,18345,075c5cf8,en,128,647,0.5401639344262295,0.5388429752066116,True,122,32,0.25,0.7734375,96,32,0.9984133748611874,0.9998774540779874,2026-08-15T16:03:44
200,mixture,keep_suffix,0.1,6,0,18345,075c5cf8,en,128,631,0.510655737704918,0.5388429752066116,False,122,13,0.1015625,0.90625,114,13,0.9980966375596574,0.9998968010888133,2026-08-15T16:03:44
201,mixture,keep_suffix,0.0,6,0,18345,075c5cf8,en,128,608,0.4967213114754098,0.5388429752066116,False,122,0,0.0,1.0,127,0,0.9983767288643427,1.0,2026-08-15T16:03:44
202,mixture,scattered,1.0,6,0,18345,075c5cf8,en,128,598,0.6355371900826446,0.5388429752066116,True,121,128,1.0,0.1328125,0,127,1.0000000000000002,0.9983767288643427,2026-08-15T16:03:44
203,mixture,scattered,0.9,6,0,18345,075c5cf8,en,128,602,0.5721311475409836,0.5388429752066116,True,122,115,0.8984375,0.1875,13,115,0.9997552462623718,0.9984794432240747,2026-08-15T16:03:44
204,mixture,scattered,0.75,6,0,18345,075c5cf8,en,128,608,0.5245901639344263,0.5388429752066116,False,122,96,0.75,0.2890625,32,96,0.9986814868974302,0.9981680898453813,2026-08-15T16:03:44
205,mixture,scattered,0.5,6,0,18345,075c5cf8,en,128,613,0.5120967741935484,0.5388429752066116,False,124,64,0.5,0.5,64,64,0.9964937720210797,0.9970735134336983,2026-08-15T16:03:44
206,mixture,scattered,0.25,6,0,18345,075c5cf8,en,128,648,0.4846774193548387,0.5388429752066116,False,124,32,0.25,0.75,96,32,0.9974411850423058,0.9983118840270453,2026-08-15T16:03:44
207,mixture,scattered,0.1,6,0,18345,075c5cf8,en,128,611,0.5229508196721312,0.5388429752066116,False,122,13,0.1015625,0.8984375,115,13,0.9986879017621566,0.99965050092494,2026-08-15T16:03:44
208,mixture,scattered,0.0,6,0,18345,075c5cf8,en,128,608,0.4967213114754098,0.5388429752066116,False,122,0,0.0,1.0,127,0,0.9983767288643427,1.0,2026-08-15T16:03:44
209,edit,spelling,0.03125,6,0,18345,075c5cf8,en,128,610,0.616260162601626,0.5388429752066116,True,123,124,0.96875,0.125,4,127,0.9998914883590342,0.998539451501038,2026-08-15T16:03:44
210,edit,grammar,0.0625,6,0,18345,075c5cf8,en,128,615,0.589516129032258,0.5388429752066116,True,124,120,0.9375,0.125,8,127,0.9992001625050078,0.9981965898418276,2026-08-15T16:03:44
211,edit,punctuation,0.0390625,6,0,18345,075c5cf8,en,128,613,0.6113821138211382,0.5388429752066116,True,123,123,0.9609375,0.125,5,127,0.9996564974598625,0.9985438814606551,2026-08-15T16:03:44
212,edit,light_copyedit,0.1015625,6,0,18345,075c5cf8,en,128,626,0.5540322580645162,0.5388429752066116,True,124,115,0.8984375,0.125,13,127,0.9975005650059753,0.9954132484414749,2026-08-15T16:03:44
213,edit,word_substitution,0.1484375,6,0,18345,075c5cf8,en,128,632,0.542741935483871,0.5388429752066116,True,124,109,0.8515625,0.1015625,19,127,0.997984709444579,0.9973800277084774,2026-08-15T16:03:44
214,edit,sentence_rewrite,0.203125,6,0,18345,075c5cf8,en,128,651,0.6033057851239669,0.5388429752066116,True,121,102,0.796875,0.1328125,26,127,0.9985871048627496,0.9971000793303895,2026-08-15T16:03:44
215,edit,paragraph_rewrite,0.5,6,0,18345,075c5cf8,en,128,693,0.5669354838709677,0.5388429752066116,True,124,64,0.5,0.109375,64,128,0.9946638950261293,0.9930202664064202,2026-08-15T16:03:44
216,edit,restoration,1.0,6,0,18345,075c5cf8,en,128,608,0.4967213114754098,0.5388429752066116,False,122,0,0.0,1.0,127,0,0.9983767288643427,1.0,2026-08-15T16:03:44
217,baseline,watermarked,1.0,7,0,19345,075c5cf8,en,128,635,0.657258064516129,0.5388429752066116,True,124,128,1.0,0.1484375,0,124,0.9999999999999999,0.9980645709399574,2026-08-15T16:03:44
218,baseline,reference,0.0,7,0,19345,075c5cf8,en,128,516,0.4852459016393443,0.5388429752066116,False,122,0,0.0,1.0,124,0,0.9980645709399574,1.0,2026-08-15T16:03:44
219,mixture,keep_prefix,1.0,7,0,19345,075c5cf8,en,128,635,0.657258064516129,0.5388429752066116,True,124,128,1.0,0.1484375,0,124,0.9999999999999999,0.9980645709399574,2026-08-15T16:03:44
220,mixture,keep_prefix,0.9,7,0,19345,075c5cf8,en,128,623,0.6370967741935484,0.5388429752066116,True,124,115,0.8984375,0.234375,13,111,0.9999808597824564,0.9982165922631416,2026-08-15T16:03:44
221,mixture,keep_prefix,0.75,7,0,19345,075c5cf8,en,128,614,0.6114754098360655,0.5388429752066116,True,122,96,0.75,0.375,32,92,0.9999003554998286,0.9986263670627086,2026-08-15T16:03:44
222,mixture,keep_prefix,0.5,7,0,19345,075c5cf8,en,128,570,0.5745901639344262,0.5388429752066116,True,122,64,0.5,0.59375,64,61,0.9992508874217941,0.9993934811411797,2026-08-15T16:03:44
223,mixture,keep_prefix,0.25,7,0,19345,075c5cf8,en,128,554,0.5368852459016393,0.5388429752066116,False,122,32,0.25,0.7890625,93,31,0.9991472329228013,0.9995269695610624,2026-08-15T16:03:44
224,mixture,keep_prefix,0.1,7,0,19345,075c5cf8,en,128,540,0.49836065573770494,0.5388429752066116,False,122,13,0.1015625,0.90625,111,13,0.9988115674584574,0.9997402013708783,2026-08-15T16:03:44
225,mixture,keep_prefix,0.0,7,0,19345,075c5cf8,en,128,516,0.4852459016393443,0.5388429752066116,False,122,0,0.0,1.0,124,0,0.9980645709399574,1.0,2026-08-15T16:03:44
226,mixture,keep_suffix,1.0,7,0,19345,075c5cf8,en,128,635,0.657258064516129,0.5388429752066116,True,124,128,1.0,0.1484375,0,124,0.9999999999999999,0.9980645709399574,2026-08-15T16:03:44
227,mixture,keep_suffix,0.9,7,0,19345,075c5cf8,en,128,611,0.6370967741935484,0.5388429752066116,True,124,115,0.8984375,0.234375,13,111,0.9997016258085667,0.9987354433092143,2026-08-15T16:03:44
228,mixture,keep_suffix,0.75,7,0,19345,075c5cf8,en,128,597,0.6064516129032258,0.5388429752066116,True,124,96,0.75,0.359375,31,93,0.9994893878035589,0.999262872810706,2026-08-15T16:03:44
229,mixture,keep_suffix,0.5,7,0,19345,075c5cf8,en,128,581,0.5596774193548387,0.5388429752066116,True,124,64,0.5,0.546875,61,64,0.9990922039674655,0.9995012186742078,2026-08-15T16:03:44
230,mixture,keep_suffix,0.25,7,0,19345,075c5cf8,en,128,537,0.5241935483870968,0.5388429752066116,False,124,32,0.25,0.765625,92,32,0.9984709938601305,0.999837222437291,2026-08-15T16:03:44
231,mixture,keep_suffix,0.1,7,0,19345,075c5cf8,en,128,528,0.4991935483870968,0.5388429752066116,False,124,13,0.1015625,0.90625,111,13,0.9979766127898168,0.9999542280920228,2026-08-15T16:03:44
232,mixture,keep_suffix,0.0,7,0,19345,075c5cf8,en,128,516,0.4852459016393443,0.5388429752066116,False,122,0,0.0,1.0,124,0,0.9980645709399574,1.0,2026-08-15T16:03:44
233,mixture,scattered,1.0,7,0,19345,075c5cf8,en,128,635,0.657258064516129,0.5388429752066116,True,124,128,1.0,0.1484375,0,124,0.9999999999999999,0.9980645709399574,2026-08-15T16:03:44
234,mixture,scattered,0.9,7,0,19345,075c5cf8,en,128,650,0.5903225806451613,0.5388429752066116,True,124,115,0.8984375,0.2265625,11,113,0.999589450919849,0.9969996808148178,2026-08-15T16:03:44
235,mixture,scattered,0.75,7,0,19345,075c5cf8,en,128,602,0.5387096774193548,0.5388429752066116,False,124,96,0.75,0.296875,30,95,0.9971203790413814,0.9941127104684945,2026-08-15T16:03:44
236,mixture,scattered,0.5,7,0,19345,075c5cf8,en,128,560,0.5201612903225806,0.5388429752066116,False,124,64,0.5,0.515625,62,63,0.9964282115972062,0.9948097263031526,2026-08-15T16:03:44
237,mixture,scattered,0.25,7,0,19345,075c5cf8,en,128,548,0.4959677419354839,0.5388429752066116,False,124,32,0.25,0.7578125,94,31,0.9982095729413141,0.9980430534479352,2026-08-15T16:03:44
238,mixture,scattered,0.1,7,0,19345,075c5cf8,en,128,547,0.5032258064516129,0.5388429752066116,False,124,13,0.1015625,0.8984375,112,13,0.9985903684016509,0.9992047145915649,2026-08-15T16:03:44
239,mixture,scattered,0.0,7,0,19345,075c5cf8,en,128,516,0.4852459016393443,0.5388429752066116,False,122,0,0.0,1.0,124,0,0.9980645709399574,1.0,2026-08-15T16:03:44
240,edit,spelling,0.03125,7,0,19345,075c5cf8,en,128,630,0.6330645161290323,0.5388429752066116,True,124,124,0.96875,0.140625,4,124,0.9997882655257853,0.9976080364160024,2026-08-15T16:03:44
241,edit,grammar,0.0625,7,0,19345,075c5cf8,en,128,646,0.6072580645161291,0.5388429752066116,True,124,120,0.9375,0.140625,8,124,0.9995346629870236,0.9974444563897756,2026-08-15T16:03:44
242,edit,punctuation,0.0390625,7,0,19345,075c5cf8,en,128,625,0.617741935483871,0.5388429752066116,True,124,123,0.9609375,0.140625,5,124,0.9983066968961383,0.9952687222276304,2026-08-15T16:03:44
243,edit,light_copyedit,0.1015625,7,0,19345,075c5cf8,en,128,620,0.5838709677419355,0.5388429752066116,True,124,115,0.8984375,0.140625,13,124,0.9951701197979964,0.9915423098996228,2026-08-15T16:03:44
244,edit,word_substitution,0.1484375,7,0,19345,075c5cf8,en,128,664,0.567741935483871,0.5388429752066116,True,124,109,0.8515625,0.140625,19,124,0.9977873487053602,0.9957040372237155,2026-08-15T16:03:44
245,edit,sentence_rewrite,0.203125,7,0,19345,075c5cf8,en,128,657,0.6072580645161291,0.5388429752066116,True,124,102,0.796875,0.1171875,26,125,0.9978708100171912,0.9955733431055382,2026-08-15T16:03:44
246,edit,paragraph_rewrite,0.5,7,0,19345,075c5cf8,en,128,723,0.567741935483871,0.5388429752066116,True,124,64,0.5,0.09375,64,125,0.9940471488133881,0.9908908246754442,2026-08-15T16:03:44
247,edit,restoration,0.9765625,7,0,19345,075c5cf8,en,128,516,0.4852459016393443,0.5388429752066116,False,122,3,0.0234375,1.0,124,0,0.9980645709399574,1.0,2026-08-15T16:03:44
248,baseline,watermarked,1.0,8,0,20345,075c5cf8,en,128,530,0.6419354838709678,0.5388429752066116,True,93,128,1.0,0.1875,0,122,1.0,0.9985687559064149,2026-08-15T16:03:44
249,baseline,reference,0.0,8,0,20345,075c5cf8,en,128,639,0.49112903225806454,0.5388429752066116,False,124,0,0.0,1.0,122,0,0.9985687559064149,1.0,2026-08-15T16:03:44
250,mixture,keep_prefix,1.0,8,0,20345,075c5cf8,en,128,530,0.6419354838709678,0.5388429752066116,True,93,128,1.0,0.1875,0,122,1.0,0.9985687559064149,2026-08-15T16:03:44
251,mixture,keep_prefix,0.9,8,0,20345,075c5cf8,en,128,540,0.6285714285714286,0.5388429752066116,True,105,115,0.8984375,0.2734375,12,110,0.9995869168542936,0.9985263079057713,2026-08-15T16:03:44
252,mixture,keep_prefix,0.75,8,0,20345,075c5cf8,en,128,567,0.6147540983606558,0.5388429752066116,True,122,96,0.75,0.3828125,31,92,0.998878031300497,0.9984511291598602,2026-08-15T16:03:44
253,mixture,keep_prefix,0.5,8,0,20345,075c5cf8,en,128,608,0.5717741935483871,0.5388429752066116,True,124,64,0.5,0.59375,62,61,0.9990470579143296,0.9993276108092413,2026-08-15T16:03:44
254,mixture,keep_prefix,0.25,8,0,20345,075c5cf8,en,128,630,0.5282258064516129,0.5388429752066116,False,124,32,0.25,0.8046875,92,30,0.9989564245848149,0.9996675972404687,2026-08-15T16:03:44
255,mixture,keep_prefix,0.1,8,0,20345,075c5cf8,en,128,624,0.508130081300813,0.5388429752066116,False,123,13,0.1015625,0.8984375,109,13,0.998779608443553,0.9996720665597044,2026-08-15T16:03:44
256,mixture,keep_prefix,0.0,8,0,20345,075c5cf8,en,128,639,0.49112903225806454,0.5388429752066116,False,124,0,0.0,1.0,122,0,0.9985687559064149,1.0,2026-08-15T16:03:44
257,mixture,keep_suffix,1.0,8,0,20345,075c5cf8,en,128,530,0.6419354838709678,0.5388429752066116,True,93,128,1.0,0.1875,0,122,1.0,0.9985687559064149,2026-08-15T16:03:44
258,mixture,keep_suffix,0.9,8,0,20345,075c5cf8,en,128,545,0.6129032258064516,0.5388429752066116,True,93,115,0.8984375,0.265625,13,109,0.9994185386242389,0.9987450067951793,2026-08-15T16:03:44
259,mixture,keep_suffix,0.75,8,0,20345,075c5cf8,en,128,539,0.5881720430107527,0.5388429752066116,True,93,96,0.75,0.3828125,30,92,0.9996519454387701,0.9991466253472951,2026-08-15T16:03:44
260,mixture,keep_suffix,0.5,8,0,20345,075c5cf8,en,128,561,0.525,0.5388429752066116,False,96,64,0.5,0.59375,61,62,0.9982710113082346,0.9982225447532441,2026-08-15T16:03:44
261,mixture,keep_suffix,0.25,8,0,20345,075c5cf8,en,128,602,0.509090909090909,0.5388429752066116,False,121,32,0.25,0.796875,92,31,0.9988477943913302,0.9997733902097504,2026-08-15T16:03:44
262,mixture,keep_suffix,0.1,8,0,20345,075c5cf8,en,128,629,0.4959677419354839,0.5388429752066116,False,124,13,0.1015625,0.9140625,110,12,0.9988087479921189,0.9999432392291476,2026-08-15T16:03:44
263,mixture,keep_suffix,0.0,8,0,20345,075c5cf8,en,128,639,0.49112903225806454,0.5388429752066116,False,124,0,0.0,1.0,122,0,0.9985687559064149,1.0,2026-08-15T16:03:44
