experiment_id,axis,condition,nominal_fraction,sample_id,work_id,seed,key_id,language,n_tokens,n_chars,ai_generated_tokens,ai_generated_fraction,retained_human_fraction,detector_score,threshold,detected,n_scored_positions,semantic_sim_vs_original,edit_distance_vs_original,timestamp
0,baseline,human,0.0,1342_0,1342,12345,075c5cf8,en,256,1167,0,0.0,1.0,0.4710843373493976,0.5278688524590164,False,249,1.0,0,2026-08-15T16:28:55
1,fraction_geometry,contiguous,0.02,1342_0,1342,12345,075c5cf8,en,256,1169,5,0.01953125,0.98046875,0.4756,0.5278688524590164,False,250,0.9999726338941445,5,2026-08-15T16:28:55
2,fraction_geometry,contiguous,0.05,1342_0,1342,12345,075c5cf8,en,256,1149,13,0.05078125,0.94921875,0.4844,0.5278688524590164,False,250,0.9999632037906683,13,2026-08-15T16:28:55
3,fraction_geometry,contiguous,0.1,1342_0,1342,12345,075c5cf8,en,256,1161,26,0.1015625,0.8984375,0.4948,0.5278688524590164,False,250,0.9999401270677285,26,2026-08-15T16:28:55
4,fraction_geometry,contiguous,0.15,1342_0,1342,12345,075c5cf8,en,256,1163,38,0.1484375,0.8515625,0.5048,0.5278688524590164,False,250,0.9998944924381824,38,2026-08-15T16:28:55
5,fraction_geometry,contiguous,0.2,1342_0,1342,12345,075c5cf8,en,256,1146,51,0.19921875,0.80078125,0.508,0.5278688524590164,False,250,0.9998467074485181,50,2026-08-15T16:28:55
6,fraction_geometry,contiguous,0.25,1342_0,1342,12345,075c5cf8,en,256,1142,64,0.25,0.75,0.5196,0.5278688524590164,False,250,0.9998012341027666,63,2026-08-15T16:28:55
7,fraction_geometry,contiguous,0.3,1342_0,1342,12345,075c5cf8,en,256,1123,77,0.30078125,0.69921875,0.526,0.5278688524590164,False,250,0.9997778931135719,75,2026-08-15T16:28:55
8,fraction_geometry,contiguous,0.5,1342_0,1342,12345,075c5cf8,en,256,1088,128,0.5,0.5,0.5549800796812749,0.5278688524590164,True,251,0.9997016264000501,125,2026-08-15T16:28:55
9,fraction_geometry,contiguous,0.75,1342_0,1342,12345,075c5cf8,en,256,1093,192,0.75,0.25,0.5987394957983193,0.5278688524590164,True,238,0.999256189621149,186,2026-08-15T16:28:55
10,fraction_geometry,contiguous,1.0,1342_0,1342,12345,075c5cf8,en,256,1052,256,1.0,0.0,0.6592436974789916,0.5278688524590164,True,238,0.9987936048331493,247,2026-08-15T16:28:55
11,fraction_geometry,scattered,0.02,1342_0,1342,12345,075c5cf8,en,256,1175,5,0.01953125,0.98046875,0.4734939759036145,0.5278688524590164,False,249,0.9999685739763363,5,2026-08-15T16:28:55
12,fraction_geometry,scattered,0.05,1342_0,1342,12345,075c5cf8,en,256,1176,13,0.05078125,0.94921875,0.47630522088353416,0.5278688524590164,False,249,0.9999325644158025,13,2026-08-15T16:28:55
13,fraction_geometry,scattered,0.1,1342_0,1342,12345,075c5cf8,en,256,1192,26,0.1015625,0.8984375,0.4771084337349398,0.5278688524590164,False,249,0.9996287282620714,25,2026-08-15T16:28:55
14,fraction_geometry,scattered,0.15,1342_0,1342,12345,075c5cf8,en,256,1204,38,0.1484375,0.8515625,0.4911646586345382,0.5278688524590164,False,249,0.9998919758483604,37,2026-08-15T16:28:55
15,fraction_geometry,scattered,0.2,1342_0,1342,12345,075c5cf8,en,256,1182,51,0.19921875,0.80078125,0.4967871485943775,0.5278688524590164,False,249,0.9998488569407242,50,2026-08-15T16:28:55
16,fraction_geometry,scattered,0.25,1342_0,1342,12345,075c5cf8,en,256,1184,64,0.25,0.75,0.5112,0.5278688524590164,False,250,0.9998337716249598,62,2026-08-15T16:28:55
17,fraction_geometry,scattered,0.3,1342_0,1342,12345,075c5cf8,en,256,1189,77,0.30078125,0.69921875,0.5272,0.5278688524590164,False,250,0.9997214876617766,75,2026-08-15T16:28:55
18,fraction_geometry,scattered,0.5,1342_0,1342,12345,075c5cf8,en,256,1175,128,0.5,0.5,0.5516,0.5278688524590164,True,250,0.999663930628557,124,2026-08-15T16:28:55
19,fraction_geometry,scattered,0.75,1342_0,1342,12345,075c5cf8,en,256,1131,192,0.75,0.25,0.6048192771084338,0.5278688524590164,True,249,0.9993750528620043,187,2026-08-15T16:28:55
20,fraction_geometry,scattered,1.0,1342_0,1342,12345,075c5cf8,en,256,1059,255,0.99609375,0.00390625,0.66125,0.5278688524590164,True,240,0.9987968225231506,247,2026-08-15T16:28:55
21,fraction_geometry,sentence,0.02,1342_0,1342,12345,075c5cf8,en,256,1172,6,0.0234375,0.9765625,0.47309236947791167,0.5278688524590164,False,249,0.9996047557890775,6,2026-08-15T16:28:55
22,fraction_geometry,sentence,0.05,1342_0,1342,12345,075c5cf8,en,256,1141,38,0.1484375,0.8515625,0.5047808764940239,0.5278688524590164,False,251,0.9995875888983368,37,2026-08-15T16:28:55
23,fraction_geometry,sentence,0.1,1342_0,1342,12345,075c5cf8,en,256,1141,38,0.1484375,0.8515625,0.5047808764940239,0.5278688524590164,False,251,0.9995875888983368,37,2026-08-15T16:28:55
24,fraction_geometry,sentence,0.15,1342_0,1342,12345,075c5cf8,en,256,1141,38,0.1484375,0.8515625,0.5047808764940239,0.5278688524590164,False,251,0.9995875888983368,37,2026-08-15T16:28:55
25,fraction_geometry,sentence,0.2,1342_0,1342,12345,075c5cf8,en,256,1124,94,0.3671875,0.6328125,0.5450199203187251,0.5278688524590164,True,251,0.9994415225596354,92,2026-08-15T16:28:55
26,fraction_geometry,sentence,0.25,1342_0,1342,12345,075c5cf8,en,256,1124,94,0.3671875,0.6328125,0.5450199203187251,0.5278688524590164,True,251,0.9994415225596354,92,2026-08-15T16:28:55
27,fraction_geometry,sentence,0.3,1342_0,1342,12345,075c5cf8,en,256,1124,94,0.3671875,0.6328125,0.5450199203187251,0.5278688524590164,True,251,0.9994415225596354,92,2026-08-15T16:28:55
28,fraction_geometry,sentence,0.5,1342_0,1342,12345,075c5cf8,en,256,1087,139,0.54296875,0.45703125,0.5749003984063745,0.5278688524590164,True,251,0.9991401565941144,134,2026-08-15T16:28:55
29,fraction_geometry,sentence,0.75,1342_0,1342,12345,075c5cf8,en,256,1100,206,0.8046875,0.1953125,0.6156626506024097,0.5278688524590164,True,249,0.9988842244225741,200,2026-08-15T16:28:55
30,fraction_geometry,sentence,1.0,1342_0,1342,12345,075c5cf8,en,256,1052,256,1.0,0.0,0.6592436974789916,0.5278688524590164,True,238,0.9987936048331493,247,2026-08-15T16:28:55
31,fraction_geometry,paragraph,0.02,1342_0,1342,12345,075c5cf8,en,256,1061,176,0.6875,0.3125,0.5928571428571429,0.5278688524590164,True,252,0.9991181063388733,171,2026-08-15T16:28:55
32,fraction_geometry,paragraph,0.05,1342_0,1342,12345,075c5cf8,en,256,1061,176,0.6875,0.3125,0.5928571428571429,0.5278688524590164,True,252,0.9991181063388733,171,2026-08-15T16:28:55
33,fraction_geometry,paragraph,0.1,1342_0,1342,12345,075c5cf8,en,256,1061,176,0.6875,0.3125,0.5928571428571429,0.5278688524590164,True,252,0.9991181063388733,171,2026-08-15T16:28:55
34,fraction_geometry,paragraph,0.15,1342_0,1342,12345,075c5cf8,en,256,1061,176,0.6875,0.3125,0.5928571428571429,0.5278688524590164,True,252,0.9991181063388733,171,2026-08-15T16:28:55
35,fraction_geometry,paragraph,0.2,1342_0,1342,12345,075c5cf8,en,256,1061,176,0.6875,0.3125,0.5928571428571429,0.5278688524590164,True,252,0.9991181063388733,171,2026-08-15T16:28:55
36,fraction_geometry,paragraph,0.25,1342_0,1342,12345,075c5cf8,en,256,1061,176,0.6875,0.3125,0.5928571428571429,0.5278688524590164,True,252,0.9991181063388733,171,2026-08-15T16:28:55
37,fraction_geometry,paragraph,0.3,1342_0,1342,12345,075c5cf8,en,256,1061,176,0.6875,0.3125,0.5928571428571429,0.5278688524590164,True,252,0.9991181063388733,171,2026-08-15T16:28:55
38,fraction_geometry,paragraph,0.5,1342_0,1342,12345,075c5cf8,en,256,1061,176,0.6875,0.3125,0.5928571428571429,0.5278688524590164,True,252,0.9991181063388733,171,2026-08-15T16:28:55
39,fraction_geometry,paragraph,0.75,1342_0,1342,12345,075c5cf8,en,256,1052,256,1.0,0.0,0.6592436974789916,0.5278688524590164,True,238,0.9987936048331493,247,2026-08-15T16:28:55
40,fraction_geometry,paragraph,1.0,1342_0,1342,12345,075c5cf8,en,256,1052,256,1.0,0.0,0.6592436974789916,0.5278688524590164,True,238,0.9987936048331493,247,2026-08-15T16:28:55
41,edit_mode,spelling,0.01953125,1342_0,1342,12345,075c5cf8,en,256,1175,5,0.01953125,0.98046875,0.4734939759036145,0.5278688524590164,False,249,0.9999685739763363,5,2026-08-15T16:28:55
42,edit_mode,grammar,0.0390625,1342_0,1342,12345,075c5cf8,en,256,1170,10,0.0390625,0.9609375,0.47630522088353416,0.5278688524590164,False,249,0.9999473851600211,10,2026-08-15T16:28:55
43,edit_mode,punctuation,0.01953125,1342_0,1342,12345,075c5cf8,en,256,1175,5,0.01953125,0.98046875,0.4734939759036145,0.5278688524590164,False,249,0.9999685739763363,5,2026-08-15T16:28:55
44,edit_mode,light_copyedit,0.078125,1342_0,1342,12345,075c5cf8,en,256,1153,20,0.078125,0.921875,0.478714859437751,0.5278688524590164,False,249,0.9998392368219453,20,2026-08-15T16:28:55
45,edit_mode,sentence_rewrite,0.0234375,1342_0,1342,12345,075c5cf8,en,256,1164,6,0.0234375,0.9765625,0.4746987951807229,0.5278688524590164,False,249,0.9999913387723287,6,2026-08-15T16:28:55
46,edit_mode,paragraph_rewrite,0.3125,1342_0,1342,12345,075c5cf8,en,256,1158,80,0.3125,0.6875,0.5276859504132232,0.5278688524590164,False,242,0.9999266554046115,78,2026-08-15T16:28:55
47,edit_mode,added_paragraph,0.16339869281045752,1342_0,1342,12345,075c5cf8,en,306,1430,50,0.16339869281045752,0.8366013071895425,0.503030303030303,0.5278688524590164,False,297,0.9999374217665354,50,2026-08-15T16:28:55
48,edit_mode,ai_intro_conclusion,0.189873417721519,1342_0,1342,12345,075c5cf8,en,316,1447,60,0.189873417721519,0.810126582278481,0.510032362459547,0.5278688524590164,False,309,0.999285501233245,60,2026-08-15T16:28:55
49,baseline,human,0.0,1342_1,1342,13345,075c5cf8,en,256,1158,0,0.0,1.0,0.5170634920634921,0.5278688524590164,False,252,1.0,0,2026-08-15T16:28:55
50,fraction_geometry,contiguous,0.02,1342_1,1342,13345,075c5cf8,en,256,1163,5,0.01953125,0.98046875,0.5170634920634921,0.5278688524590164,False,252,0.9999707914675289,5,2026-08-15T16:28:55
51,fraction_geometry,contiguous,0.05,1342_1,1342,13345,075c5cf8,en,256,1136,13,0.05078125,0.94921875,0.5246031746031746,0.5278688524590164,False,252,0.99995660713033,13,2026-08-15T16:28:55
52,fraction_geometry,contiguous,0.1,1342_1,1342,13345,075c5cf8,en,256,1130,26,0.1015625,0.8984375,0.5301587301587302,0.5278688524590164,True,252,0.9999212000394595,26,2026-08-15T16:28:55
53,fraction_geometry,contiguous,0.15,1342_1,1342,13345,075c5cf8,en,256,1113,38,0.1484375,0.8515625,0.5349397590361445,0.5278688524590164,True,249,0.9998736762778384,37,2026-08-15T16:28:55
54,fraction_geometry,contiguous,0.2,1342_1,1342,13345,075c5cf8,en,256,1097,51,0.19921875,0.80078125,0.5337398373983739,0.5278688524590164,True,246,0.9998592114135089,50,2026-08-15T16:28:55
55,fraction_geometry,contiguous,0.25,1342_1,1342,13345,075c5cf8,en,256,1090,64,0.25,0.75,0.5389344262295082,0.5278688524590164,True,244,0.9997626278660753,63,2026-08-15T16:28:55
56,fraction_geometry,contiguous,0.3,1342_1,1342,13345,075c5cf8,en,256,1071,77,0.30078125,0.69921875,0.5427385892116182,0.5278688524590164,True,241,0.9996754274771965,76,2026-08-15T16:28:55
57,fraction_geometry,contiguous,0.5,1342_1,1342,13345,075c5cf8,en,256,990,128,0.5,0.5,0.5780172413793103,0.5278688524590164,True,232,0.9992431815159918,127,2026-08-15T16:28:55
58,fraction_geometry,contiguous,0.75,1342_1,1342,13345,075c5cf8,en,256,900,192,0.75,0.25,0.6038095238095238,0.5278688524590164,True,210,0.9986168844040468,189,2026-08-15T16:28:55
59,fraction_geometry,contiguous,1.0,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
60,fraction_geometry,scattered,0.02,1342_1,1342,13345,075c5cf8,en,256,1145,5,0.01953125,0.98046875,0.5119047619047619,0.5278688524590164,False,252,0.99994711812607,4,2026-08-15T16:28:55
61,fraction_geometry,scattered,0.05,1342_1,1342,13345,075c5cf8,en,256,1149,13,0.05078125,0.94921875,0.5218253968253969,0.5278688524590164,False,252,0.9999225005471905,12,2026-08-15T16:28:55
62,fraction_geometry,scattered,0.1,1342_1,1342,13345,075c5cf8,en,256,1136,26,0.1015625,0.8984375,0.5182539682539683,0.5278688524590164,False,252,0.9999113788280892,25,2026-08-15T16:28:55
63,fraction_geometry,scattered,0.15,1342_1,1342,13345,075c5cf8,en,256,1120,38,0.1484375,0.8515625,0.5215139442231076,0.5278688524590164,False,251,0.9999182413478759,36,2026-08-15T16:28:55
64,fraction_geometry,scattered,0.2,1342_1,1342,13345,075c5cf8,en,256,1087,51,0.19921875,0.80078125,0.5221774193548387,0.5278688524590164,False,248,0.9996332097562574,49,2026-08-15T16:28:55
65,fraction_geometry,scattered,0.25,1342_1,1342,13345,075c5cf8,en,256,1061,64,0.25,0.75,0.5477732793522267,0.5278688524590164,True,247,0.999692490347618,62,2026-08-15T16:28:55
66,fraction_geometry,scattered,0.3,1342_1,1342,13345,075c5cf8,en,256,1055,77,0.30078125,0.69921875,0.5510121457489878,0.5278688524590164,True,247,0.9995746519522627,75,2026-08-15T16:28:55
67,fraction_geometry,scattered,0.5,1342_1,1342,13345,075c5cf8,en,256,1045,128,0.5,0.5,0.5640495867768595,0.5278688524590164,True,242,0.9991563246925218,125,2026-08-15T16:28:55
68,fraction_geometry,scattered,0.75,1342_1,1342,13345,075c5cf8,en,256,954,192,0.75,0.25,0.5964757709251102,0.5278688524590164,True,227,0.9977484944179238,188,2026-08-15T16:28:55
69,fraction_geometry,scattered,1.0,1342_1,1342,13345,075c5cf8,en,256,856,255,0.99609375,0.00390625,0.6492682926829269,0.5278688524590164,True,205,0.9973139838233079,251,2026-08-15T16:28:55
70,fraction_geometry,sentence,0.02,1342_1,1342,13345,075c5cf8,en,256,1157,33,0.12890625,0.87109375,0.5384920634920635,0.5278688524590164,True,252,0.9996893139676559,32,2026-08-15T16:28:55
71,fraction_geometry,sentence,0.05,1342_1,1342,13345,075c5cf8,en,256,1157,33,0.12890625,0.87109375,0.5384920634920635,0.5278688524590164,True,252,0.9996893139676559,32,2026-08-15T16:28:55
72,fraction_geometry,sentence,0.1,1342_1,1342,13345,075c5cf8,en,256,1157,33,0.12890625,0.87109375,0.5384920634920635,0.5278688524590164,True,252,0.9996893139676559,32,2026-08-15T16:28:55
73,fraction_geometry,sentence,0.15,1342_1,1342,13345,075c5cf8,en,256,1107,73,0.28515625,0.71484375,0.5592741935483871,0.5278688524590164,True,248,0.9996665467135271,71,2026-08-15T16:28:55
74,fraction_geometry,sentence,0.2,1342_1,1342,13345,075c5cf8,en,256,1107,73,0.28515625,0.71484375,0.5592741935483871,0.5278688524590164,True,248,0.9996665467135271,71,2026-08-15T16:28:55
75,fraction_geometry,sentence,0.25,1342_1,1342,13345,075c5cf8,en,256,1107,73,0.28515625,0.71484375,0.5592741935483871,0.5278688524590164,True,248,0.9996665467135271,71,2026-08-15T16:28:55
76,fraction_geometry,sentence,0.3,1342_1,1342,13345,075c5cf8,en,256,1061,107,0.41796875,0.58203125,0.5666666666666667,0.5278688524590164,True,240,0.9992926708896566,105,2026-08-15T16:28:55
77,fraction_geometry,sentence,0.5,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
78,fraction_geometry,sentence,0.75,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
79,fraction_geometry,sentence,1.0,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
80,fraction_geometry,paragraph,0.02,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
81,fraction_geometry,paragraph,0.05,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
82,fraction_geometry,paragraph,0.1,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
83,fraction_geometry,paragraph,0.15,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
84,fraction_geometry,paragraph,0.2,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
85,fraction_geometry,paragraph,0.25,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
86,fraction_geometry,paragraph,0.3,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
87,fraction_geometry,paragraph,0.5,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
88,fraction_geometry,paragraph,0.75,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
89,fraction_geometry,paragraph,1.0,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
90,edit_mode,spelling,0.01953125,1342_1,1342,13345,075c5cf8,en,256,1145,5,0.01953125,0.98046875,0.5119047619047619,0.5278688524590164,False,252,0.99994711812607,4,2026-08-15T16:28:55
91,edit_mode,grammar,0.0390625,1342_1,1342,13345,075c5cf8,en,256,1145,10,0.0390625,0.9609375,0.5111111111111111,0.5278688524590164,False,252,0.9996309720504938,10,2026-08-15T16:28:55
92,edit_mode,punctuation,0.01953125,1342_1,1342,13345,075c5cf8,en,256,1145,5,0.01953125,0.98046875,0.5119047619047619,0.5278688524590164,False,252,0.99994711812607,4,2026-08-15T16:28:55
93,edit_mode,light_copyedit,0.078125,1342_1,1342,13345,075c5cf8,en,256,1133,20,0.078125,0.921875,0.5138888888888888,0.5278688524590164,False,252,0.9998478613434595,20,2026-08-15T16:28:55
94,edit_mode,sentence_rewrite,0.1328125,1342_1,1342,13345,075c5cf8,en,256,1112,34,0.1328125,0.8671875,0.5193548387096775,0.5278688524590164,False,248,0.9998520930660704,34,2026-08-15T16:28:55
95,edit_mode,paragraph_rewrite,1.0,1342_1,1342,13345,075c5cf8,en,256,863,256,1.0,0.0,0.6560975609756098,0.5278688524590164,True,205,0.9975310504297082,252,2026-08-15T16:28:55
96,edit_mode,added_paragraph,0.16339869281045752,1342_1,1342,13345,075c5cf8,en,306,1365,50,0.16339869281045752,0.8366013071895425,0.543728813559322,0.5278688524590164,True,295,0.9999709702280974,50,2026-08-15T16:28:55
97,edit_mode,ai_intro_conclusion,0.189873417721519,1342_1,1342,13345,075c5cf8,en,316,1408,60,0.189873417721519,0.810126582278481,0.5503205128205129,0.5278688524590164,True,312,0.9996440939074713,60,2026-08-15T16:28:55
98,baseline,human,0.0,1342_2,1342,14345,075c5cf8,en,256,1218,0,0.0,1.0,0.49482071713147413,0.5278688524590164,False,251,1.0,0,2026-08-15T16:28:55
99,fraction_geometry,contiguous,0.02,1342_2,1342,14345,075c5cf8,en,256,1228,5,0.01953125,0.98046875,0.499601593625498,0.5278688524590164,False,251,0.9999311757508319,5,2026-08-15T16:28:55
100,fraction_geometry,contiguous,0.05,1342_2,1342,14345,075c5cf8,en,256,1227,13,0.05078125,0.94921875,0.5067729083665339,0.5278688524590164,False,251,0.9998741750318751,13,2026-08-15T16:28:55
101,fraction_geometry,contiguous,0.1,1342_2,1342,14345,075c5cf8,en,256,1232,26,0.1015625,0.8984375,0.5123015873015873,0.5278688524590164,False,252,0.999763903708494,26,2026-08-15T16:28:55
102,fraction_geometry,contiguous,0.15,1342_2,1342,14345,075c5cf8,en,256,1222,38,0.1484375,0.8515625,0.5194444444444445,0.5278688524590164,False,252,0.9997495637136087,37,2026-08-15T16:28:55
103,fraction_geometry,contiguous,0.2,1342_2,1342,14345,075c5cf8,en,256,1231,51,0.19921875,0.80078125,0.5257936507936508,0.5278688524590164,False,252,0.9995973548022616,49,2026-08-15T16:28:55
104,fraction_geometry,contiguous,0.25,1342_2,1342,14345,075c5cf8,en,256,1231,64,0.25,0.75,0.5408730158730158,0.5278688524590164,True,252,0.9995603007213689,61,2026-08-15T16:28:55
105,fraction_geometry,contiguous,0.3,1342_2,1342,14345,075c5cf8,en,256,1222,77,0.30078125,0.69921875,0.5456349206349206,0.5278688524590164,True,252,0.9995115470472047,74,2026-08-15T16:28:55
106,fraction_geometry,contiguous,0.5,1342_2,1342,14345,075c5cf8,en,256,1184,128,0.5,0.5,0.5784,0.5278688524590164,True,250,0.9989120889551896,124,2026-08-15T16:28:55
107,fraction_geometry,contiguous,0.75,1342_2,1342,14345,075c5cf8,en,256,1166,192,0.75,0.25,0.6208,0.5278688524590164,True,250,0.9981043820242228,183,2026-08-15T16:28:55
108,fraction_geometry,contiguous,1.0,1342_2,1342,14345,075c5cf8,en,256,1136,256,1.0,0.0,0.653469387755102,0.5278688524590164,True,245,0.9974553202780764,246,2026-08-15T16:28:55
109,fraction_geometry,scattered,0.02,1342_2,1342,14345,075c5cf8,en,256,1217,5,0.01953125,0.98046875,0.49482071713147413,0.5278688524590164,False,251,0.9999326150908097,5,2026-08-15T16:28:55
110,fraction_geometry,scattered,0.05,1342_2,1342,14345,075c5cf8,en,256,1219,13,0.05078125,0.94921875,0.4853174603174603,0.5278688524590164,False,252,0.9999303279097422,13,2026-08-15T16:28:55
111,fraction_geometry,scattered,0.1,1342_2,1342,14345,075c5cf8,en,256,1208,26,0.1015625,0.8984375,0.4932539682539683,0.5278688524590164,False,252,0.9998652046217545,26,2026-08-15T16:28:55
112,fraction_geometry,scattered,0.15,1342_2,1342,14345,075c5cf8,en,256,1193,38,0.1484375,0.8515625,0.5011904761904762,0.5278688524590164,False,252,0.9998183711077949,38,2026-08-15T16:28:55
113,fraction_geometry,scattered,0.2,1342_2,1342,14345,075c5cf8,en,256,1176,51,0.19921875,0.80078125,0.5067460317460317,0.5278688524590164,False,252,0.9996944590802015,51,2026-08-15T16:28:55
114,fraction_geometry,scattered,0.25,1342_2,1342,14345,075c5cf8,en,256,1187,64,0.25,0.75,0.5126984126984127,0.5278688524590164,False,252,0.9996243594005082,64,2026-08-15T16:28:55
115,fraction_geometry,scattered,0.3,1342_2,1342,14345,075c5cf8,en,256,1164,77,0.30078125,0.69921875,0.5202380952380953,0.5278688524590164,False,252,0.9995445556520497,77,2026-08-15T16:28:55
116,fraction_geometry,scattered,0.5,1342_2,1342,14345,075c5cf8,en,256,1160,128,0.5,0.5,0.5496,0.5278688524590164,True,250,0.9985736654593225,127,2026-08-15T16:28:55
117,fraction_geometry,scattered,0.75,1342_2,1342,14345,075c5cf8,en,256,1120,192,0.75,0.25,0.5931174089068826,0.5278688524590164,True,247,0.9984740570960526,190,2026-08-15T16:28:55
118,fraction_geometry,scattered,1.0,1342_2,1342,14345,075c5cf8,en,256,1132,255,0.99609375,0.00390625,0.6522448979591837,0.5278688524590164,True,245,0.9974449634867864,246,2026-08-15T16:28:55
119,fraction_geometry,sentence,0.02,1342_2,1342,14345,075c5cf8,en,256,1185,27,0.10546875,0.89453125,0.5,0.5278688524590164,False,249,0.9997959478417437,27,2026-08-15T16:28:55
120,fraction_geometry,sentence,0.05,1342_2,1342,14345,075c5cf8,en,256,1185,27,0.10546875,0.89453125,0.5,0.5278688524590164,False,249,0.9997959478417437,27,2026-08-15T16:28:55
121,fraction_geometry,sentence,0.1,1342_2,1342,14345,075c5cf8,en,256,1185,27,0.10546875,0.89453125,0.5,0.5278688524590164,False,249,0.9997959478417437,27,2026-08-15T16:28:55
122,fraction_geometry,sentence,0.15,1342_2,1342,14345,075c5cf8,en,256,1192,46,0.1796875,0.8203125,0.5156626506024097,0.5278688524590164,False,249,0.9995030773490753,46,2026-08-15T16:28:55
123,fraction_geometry,sentence,0.2,1342_2,1342,14345,075c5cf8,en,256,1188,85,0.33203125,0.66796875,0.5376,0.5278688524590164,True,250,0.9992025195813018,83,2026-08-15T16:28:55
124,fraction_geometry,sentence,0.25,1342_2,1342,14345,075c5cf8,en,256,1188,85,0.33203125,0.66796875,0.5376,0.5278688524590164,True,250,0.9992025195813018,83,2026-08-15T16:28:55
125,fraction_geometry,sentence,0.3,1342_2,1342,14345,075c5cf8,en,256,1188,85,0.33203125,0.66796875,0.5376,0.5278688524590164,True,250,0.9992025195813018,83,2026-08-15T16:28:55
126,fraction_geometry,sentence,0.5,1342_2,1342,14345,075c5cf8,en,256,1145,167,0.65234375,0.34765625,0.5923387096774193,0.5278688524590164,True,248,0.9985662660998007,163,2026-08-15T16:28:55
127,fraction_geometry,sentence,0.75,1342_2,1342,14345,075c5cf8,en,256,1119,210,0.8203125,0.1796875,0.6245967741935484,0.5278688524590164,True,248,0.9977761788143461,203,2026-08-15T16:28:55
128,fraction_geometry,sentence,1.0,1342_2,1342,14345,075c5cf8,en,256,1136,256,1.0,0.0,0.653469387755102,0.5278688524590164,True,245,0.9974553202780764,246,2026-08-15T16:28:55
129,fraction_geometry,paragraph,0.02,1342_2,1342,14345,075c5cf8,en,256,1136,256,1.0,0.0,0.653469387755102,0.5278688524590164,True,245,0.9974553202780764,246,2026-08-15T16:28:55
130,fraction_geometry,paragraph,0.05,1342_2,1342,14345,075c5cf8,en,256,1136,256,1.0,0.0,0.653469387755102,0.5278688524590164,True,245,0.9974553202780764,246,2026-08-15T16:28:55
131,fraction_geometry,paragraph,0.1,1342_2,1342,14345,075c5cf8,en,256,1136,256,1.0,0.0,0.653469387755102,0.5278688524590164,True,245,0.9974553202780764,246,2026-08-15T16:28:55
132,fraction_geometry,paragraph,0.15,1342_2,1342,14345,075c5cf8,en,256,1136,256,1.0,0.0,0.653469387755102,0.5278688524590164,True,245,0.9974553202780764,246,2026-08-15T16:28:55
133,fraction_geometry,paragraph,0.2,1342_2,1342,14345,075c5cf8,en,256,1136,256,1.0,0.0,0.653469387755102,0.5278688524590164,True,245,0.9974553202780764,246,2026-08-15T16:28:55
134,fraction_geometry,paragraph,0.25,1342_2,1342,14345,075c5cf8,en,256,1136,256,1.0,0.0,0.653469387755102,0.5278688524590164,True,245,0.9974553202780764,246,2026-08-15T16:28:55
135,fraction_geometry,paragraph,0.3,1342_2,1342,14345,075c5cf8,en,256,1136,256,1.0,0.0,0.653469387755102,0.5278688524590164,True,245,0.9974553202780764,246,2026-08-15T16:28:55
136,fraction_geometry,paragraph,0.5,1342_2,1342,14345,075c5cf8,en,256,1136,256,1.0,0.0,0.653469387755102,0.5278688524590164,True,245,0.9974553202780764,246,2026-08-15T16:28:55
